LIT,LIT-113,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1
LIT,LIT-114,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C
LIT,LIT-115,O=C(NC(Cc1ccccc1)CCC(Cc1ccccc1)NC(=O)C(NC(=O)N(Cc1csc(n1)C(C)C)C)CCN1CCOCC1)OCc1cncs1
LIT,LIT-116,Fc1c[nH]c(=O)c(n1)C(=O)N
LIT,LIT-117,O=C1CCC(C(=O)N1)N1C(=O)c2c(C1=O)cccc2
LIT,LIT-118,OCC(C1OC(=O)C(=C1O)O)O
LIT,LIT-119,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2C[C@@H](C2=CC(=O)C=C[C@]12C)C
LIT,LIT-120,Cc1ccc(=O)n(c1)c1ccccc1
LIT,LIT-121,Brc1cc(CN(C2CCCCC2)C)c(c(c1)Br)N.Cl
LIT,LIT-122,CCCCCCCCc1ccc(cc1)CCC(CO)(CO)N
LIT,LIT-123,CCC(=O)N1CCN(CC1)Cc1cc(F)ccc1CN1CCC2(CC1)NC(=O)c1n2ccc1[C@H](NS(=O)(=O)c1ccccc1)C
LIT,LIT-124,Fc1cccc(c1)[C@@H](CN1CCC(CC1)NC(=O)[C@@H](C(C)C)NC(=O)c1nn(c2c1CCC2)c1cccc(c1)F)C
LIT,LIT-125,O=C(C[C@@]1(CCOc2c1cccc2)NC(=O)Nc1cccc(c1)C1(N)CC1)NC[C@H](C(C)C)NC(=O)c1csc(c1)C
LIT,LIT-126,O=C1Nc2c(cccc2[C@@H]2N1CCN(C2)C(=O)c1c(C)cccc1F)NC(=O)C(N)(C)C
LIT,LIT-127,COc1cccc(c1)[C@@H]1CC2(NS1(=O)=O)CN(C2)c1ccc(c(c1)C)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)F
LIT,LIT-128,Fc1ccc(cc1)S(=O)(=O)N[C@H](c1ccccc1)C(=O)Nc1ccc(cc1)c1c(cc[nH]c1=O)CN1CCC(CC1)(F)F
LIT,LIT-129,CNCS(=O)(=O)Nc1cccc(c1)NC(=O)c1cn(c2c1cccc2)C[C@H](c1ccc(cc1)C(F)(F)F)O
LIT,LIT-130,O=C(c1ccc(cc1)[C@]1(C)NC(=O)N(C1=O)Cc1ccc(c(c1)F)C)N1CCC2(CC1)C[C@H](C(=O)N2)c1ccc(c(c1)C)O
LIT,LIT-131,Oc1ccc(cc1)[C@@H]1CC2(NC1=O)CCN(CC2)C(=O)c1ccc(cc1C)[C@]1(C)NC(=O)N(C1=O)Cc1cccc(c1)O
LIT,LIT-132,Fc1cccc(c1)c1n[nH]c2c1CN(C2=O)c1ccn2c1NC(=O)[C@@]12CCN1CCC(=O)c1ccc(s1)C
LIT,LIT-133,CN1CCC2(CC1)[C@H](NC(=O)N2C[C@H](c1cccc2c1cco2)C)c1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)C
LIT,LIT-134,Fc1ccc(cc1)S(=O)(=O)N[C@H](c1ccccc1F)C(=O)Nc1ccc(cc1)c1c(cc[nH]c1=O)CN1CCCCC1
LIT,LIT-135,NCC[C@@H](c1ccc(cc1)F)C(=O)Nc1ccc(c(c1)c1ccnc(c1)C)CN1C(=O)CCC1=O
LIT,LIT-136,O=C([C@@H](N)C)Nc1cccc2c1NC(=O)C1N2CCN(C1)C(=O)c1ccc(s1)c1ccc(cc1)F
LIT,LIT-137,COCc1cccc(c1O)c1n[nH]c2c1CN(C2=O)C(=O)N[C@H](C[C@@H](c1scnc1C(C)C)N)C
LIT,LIT-138,Cc1ccc(cc1)C1=NS(=O)(=O)C2=C(N1)CC[C@]2(C)C1CCN(CC1)C[C@@H]1CCCN(C1)c1nc2c([nH]1)cccc2
LIT,LIT-139,NCCOC(=O)[C@H]1CC[C@@H]1c1nc2c([nH]1)CCN(C2)c1ccc(cc1NS(=O)(=O)c1ccc(nc1)C)C(F)(F)F
LIT,LIT-140,Oc1cccc(c1)NC(=O)c1ccc(c2c1[nH]c(c2)[C@@H](N1CCC2(CC1)NC(=O)c1c(O2)cccc1)C(=O)N)O
LIT,LIT-141,COc1ccsc1C(=O)CCN1CC[C@@H]2[C@@H](C1=O)c1[nH]nc(c1C2)c1cc(O)cc(c1)F
LIT,LIT-142,O=C(C(C)C)NC1CCN(CC1)[C@@]1(CC[C@H]1C[C@H]1Nc2ccccc2S(=O)(=O)N1C)Cc1cc(F)ccc1O
LIT,LIT-143,CCS(=O)(=O)Nc1ccc2c(c1)NC(=O)[C@@]1(C2)CN(C[C@H](c2cc(C)cc(c2)O)O)C(=O)c2c1cccc2
LIT,LIT-144,COc1cc(F)cc(c1)c1n[nH]c2c1CC(C)(C)N(C2=O)C(=O)NCCCC(=O)c1cnc(s1)C
LIT,LIT-145,Fc1ccc(cc1)CCC[C@@H]1OC2=C(C(=O)N)N(CN2C1=O)C(=O)c1cc2c(s1)cccc2
LIT,LIT-146,CCC(=O)Nc1ccc(cc1)n1c(C)nc2c1C(=O)N[C@H](N2C)C1=COC[C@H](C1)c1cccc(c1)F
LIT,LIT-147,OC[C@@H](S(=O)(=O)NCC1CCC(CC1)c1[nH]c(c(n1)c1cccc(c1C)O)C)c1cccnc1
LIT,LIT-148,Oc1ccc(c(c1)NC(=O)c1cc(C)cc2c1[nH]c(c2)C(=O)N1CC[C@]2(C1)NC(=O)c1c(O2)cccc1)Cl
